"(Background Information, Full Name)","(Background Information, Position)","(Background Information, Squad)","(Background Information, League)","(Background Information, Year of Birth)","(Playing Time, MP)","(Playing Time, Starts)","(Playing Time, Min)","(Playing Time, 90s)","(Performance, Gls)","(Performance, Ast)","(Performance, G+A)","(Performance, G-PK)","(Performance, PK)","(Performance, PKatt)","(Performance, CrdY)","(Performance, CrdR)","(Expected, xG)","(Expected, npxG)","(Expected, xAG)","(Expected, npxG+xAG)","(Progression, PrgC)","(Progression, PrgP)","(Progression, PrgR)","(Per 90 Minutes, Gls)","(Per 90 Minutes, Ast)","(Per 90 Minutes, G+A)","(Per 90 Minutes, G-PK)","(Per 90 Minutes, G+A-PK)","(Per 90 Minutes, xG)","(Per 90 Minutes, xAG)","(Per 90 Minutes, xG+xAG)","(Per 90 Minutes, npxG)","(Per 90 Minutes, npxG+xAG)","('Unnamed: 36_level_0', 'Matches')","(Background Information, League)"
Ola Solbakken,FW,Roma,SerieA,1998.0,1.0,0.0,23.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,SerieA
Daniele Sommariva,GK,Genoa,SerieA,1997.0,1.0,0.0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,SerieA
Yann Sommer,GK,Inter,SerieA,1988.0,34.0,34.0,3060.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,SerieA
Brandon Soppy,DF,Torino,SerieA,2002.0,5.0,2.0,178.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,9.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,Matches,SerieA
Alessandro Sorrentino,GK,Monza,SerieA,2002.0,7.0,5.0,548.0,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,SerieA
Riccardo Sottil,FW,Fiorentina,SerieA,1999.0,22.0,13.0,1103.0,12.3,2.0,3.0,5.0,2.0,0.0,0.0,1.0,0.0,2.6,2.6,2.5,5.1,66.0,33.0,139.0,0.16,0.24,0.41,0.16,0.41,0.21,0.2,0.41,0.21,0.41,Matches,SerieA
Matìas Soulé,"FW,MF",Frosinone,SerieA,2003.0,36.0,36.0,3121.0,34.7,11.0,3.0,14.0,6.0,5.0,6.0,4.0,0.0,10.5,5.7,6.6,12.3,115.0,198.0,211.0,0.32,0.09,0.4,0.17,0.26,0.3,0.19,0.49,0.17,0.36,Matches,SerieA
Djed Spence,DF,Genoa,SerieA,2000.0,16.0,8.0,859.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.3,0.4,17.0,25.0,31.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.04,0.02,0.04,Matches,SerieA
Leonardo Spinazzola,DF,Roma,SerieA,1993.0,24.0,15.0,1312.0,14.6,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.2,0.2,3.0,3.2,108.0,52.0,74.0,0.07,0.14,0.21,0.07,0.21,0.02,0.21,0.22,0.02,0.22,Matches,SerieA
Marco Sportiello,GK,Milan,SerieA,1992.0,7.0,7.0,630.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,SerieA
Trivante Stewart,"FW,MF",Salernitana,SerieA,2000.0,4.0,0.0,100.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.06,0.05,0.12,0.06,0.12,Matches,SerieA
Gabriel Strefezza,FW,Lecce,SerieA,1997.0,19.0,13.0,1112.0,12.4,1.0,0.0,1.0,0.0,1.0,1.0,4.0,0.0,2.5,1.7,1.2,2.8,34.0,54.0,81.0,0.08,0.0,0.08,0.0,0.0,0.2,0.09,0.29,0.14,0.23,Matches,SerieA
Kevin Strootman,MF,Genoa,SerieA,1990.0,27.0,15.0,1207.0,13.4,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.1,0.1,1.3,1.4,13.0,61.0,22.0,0.0,0.15,0.15,0.0,0.15,0.01,0.1,0.1,0.01,0.1,Matches,SerieA
Isaac Success,"FW,MF",Udinese,SerieA,1996.0,27.0,9.0,880.0,9.8,1.0,1.0,2.0,1.0,0.0,1.0,4.0,0.0,2.7,1.9,1.1,3.0,15.0,17.0,51.0,0.1,0.1,0.2,0.1,0.2,0.28,0.11,0.39,0.2,0.31,Matches,SerieA
Ibrahim Sulemana,MF,Cagliari,SerieA,2003.0,21.0,16.0,1339.0,14.9,2.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,0.8,0.8,0.1,0.9,15.0,27.0,14.0,0.13,0.0,0.13,0.13,0.13,0.05,0.01,0.06,0.05,0.06,Matches,SerieA
Tomáš Suslov,"MF,FW",Hellas Verona,SerieA,2002.0,32.0,23.0,2092.0,23.2,3.0,5.0,8.0,2.0,1.0,1.0,7.0,0.0,3.5,2.6,3.6,6.2,46.0,64.0,74.0,0.13,0.22,0.34,0.09,0.3,0.15,0.15,0.31,0.11,0.26,Matches,SerieA
Mile Svilar,GK,Roma,SerieA,1999.0,15.0,15.0,1350.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,SerieA
Karol Świderski,"FW,MF",Hellas Verona,SerieA,1997.0,15.0,3.0,504.0,5.6,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.7,1.7,0.4,2.2,3.0,13.0,19.0,0.36,0.0,0.36,0.36,0.36,0.31,0.08,0.39,0.31,0.39,Matches,SerieA
Wojciech Szczęsny,GK,Juventus,SerieA,1990.0,35.0,35.0,3150.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,SerieA
Przemysław Szymiński,MF,Frosinone,SerieA,1994.0,1.0,0.0,9.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,SerieA
Adrien Tameze,"DF,MF",Torino,SerieA,1994.0,29.0,25.0,2146.0,23.8,0.0,2.0,2.0,0.0,0.0,0.0,6.0,1.0,0.7,0.7,2.2,2.9,22.0,90.0,39.0,0.0,0.08,0.08,0.0,0.08,0.03,0.09,0.12,0.03,0.12,Matches,SerieA
Player,Pos,Squad,SerieA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,SerieA
Elayis Tavsan,"MF,FW",Hellas Verona,SerieA,2001.0,3.0,0.0,50.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.19,0.19,0.19,Matches,SerieA
Loum Tchaouna,"FW,MF",Salernitana,SerieA,2003.0,33.0,23.0,2100.0,23.3,4.0,3.0,7.0,4.0,0.0,0.0,4.0,0.0,2.6,2.6,1.5,4.1,72.0,59.0,151.0,0.17,0.13,0.3,0.17,0.3,0.11,0.06,0.18,0.11,0.18,Matches,SerieA
Jackson Tchatchoua,DF,Hellas Verona,SerieA,2001.0,26.0,19.0,1725.0,19.2,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.3,1.3,34.0,53.0,66.0,0.0,0.1,0.1,0.0,0.1,0.0,0.07,0.07,0.0,0.07,Matches,SerieA
Filippo Terracciano,DF,Hellas Verona,SerieA,2003.0,18.0,14.0,1296.0,14.4,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,1.0,1.3,26.0,51.0,28.0,0.0,0.07,0.07,0.0,0.07,0.02,0.07,0.09,0.02,0.09,Matches,SerieA
Filippo Terracciano,"DF,FW",Milan,SerieA,2003.0,3.0,1.0,76.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,SerieA
Pietro Terracciano,GK,Fiorentina,SerieA,1990.0,33.0,33.0,2970.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,SerieA
Florian Thauvin,FW,Udinese,SerieA,1993.0,29.0,19.0,1710.0,19.0,5.0,3.0,8.0,4.0,1.0,1.0,4.0,0.0,4.7,3.9,4.2,8.2,71.0,69.0,97.0,0.26,0.16,0.42,0.21,0.37,0.25,0.22,0.47,0.21,0.43,Matches,SerieA
Malick Thiaw,DF,Milan,SerieA,2001.0,21.0,19.0,1619.0,18.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,1.0,0.6,0.6,0.1,0.7,15.0,70.0,1.0,0.0,0.06,0.06,0.0,0.06,0.03,0.01,0.04,0.03,0.04,Matches,SerieA
Morten Thorsby,MF,Genoa,SerieA,1996.0,24.0,9.0,1157.0,12.9,2.0,2.0,4.0,2.0,0.0,0.0,2.0,0.0,1.8,1.8,1.4,3.2,6.0,28.0,39.0,0.16,0.16,0.31,0.16,0.31,0.14,0.11,0.25,0.14,0.25,Matches,SerieA
Kristian Thorstvedt,MF,Sassuolo,SerieA,1999.0,34.0,30.0,2397.0,26.6,6.0,1.0,7.0,6.0,0.0,0.0,7.0,0.0,4.4,4.4,1.6,5.9,30.0,130.0,94.0,0.23,0.04,0.26,0.23,0.26,0.16,0.06,0.22,0.16,0.22,Matches,SerieA
Marcus Thuram,FW,Inter,SerieA,1997.0,35.0,34.0,2687.0,29.9,13.0,7.0,20.0,13.0,0.0,0.0,3.0,0.0,14.3,14.3,3.7,18.0,68.0,47.0,192.0,0.44,0.23,0.67,0.44,0.67,0.48,0.12,0.6,0.48,0.6,Matches,SerieA
Antonio Tikvić,DF,Udinese,SerieA,2004.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,SerieA
Jeremy Toljan,DF,Sassuolo,SerieA,1994.0,25.0,24.0,2083.0,23.1,0.0,5.0,5.0,0.0,0.0,0.0,1.0,0.0,0.6,0.6,1.6,2.1,35.0,79.0,85.0,0.0,0.22,0.22,0.0,0.22,0.02,0.07,0.09,0.02,0.09,Matches,SerieA
Rafael Tolói,DF,Atalanta,SerieA,1990.0,18.0,10.0,965.0,10.7,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.1,0.1,0.1,0.1,8.0,53.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,SerieA
Fikayo Tomori,DF,Milan,SerieA,1997.0,26.0,24.0,2121.0,23.6,4.0,0.0,4.0,4.0,0.0,0.0,8.0,1.0,3.7,3.7,0.2,3.9,16.0,63.0,2.0,0.17,0.0,0.17,0.17,0.17,0.16,0.01,0.16,0.16,0.16,Matches,SerieA
Ahmed Touba,DF,Lecce,SerieA,1998.0,6.0,3.0,277.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches,SerieA
Chaka Traorè,FW,Milan,SerieA,2004.0,2.0,0.0,20.0,0.2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,2.0,0.0,2.0,4.5,0.0,4.5,4.5,4.5,0.35,0.0,0.35,0.35,0.35,Matches,SerieA
Stefano Turati,GK,Frosinone,SerieA,2001.0,31.0,31.0,2745.0,30.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,SerieA
Kacper Urbanski,"MF,FW",Bologna,SerieA,2004.0,22.0,9.0,926.0,10.3,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.1,1.1,0.8,1.9,25.0,31.0,78.0,0.0,0.1,0.1,0.0,0.1,0.1,0.08,0.19,0.1,0.19,Matches,SerieA
Emanuele Valeri,DF,Frosinone,SerieA,1998.0,16.0,14.0,1178.0,13.1,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.9,0.9,2.4,3.3,38.0,41.0,61.0,0.0,0.08,0.08,0.0,0.08,0.07,0.19,0.25,0.07,0.25,Matches,SerieA
Johan Vásquez,DF,Genoa,SerieA,1998.0,37.0,32.0,2850.0,31.7,1.0,1.0,2.0,1.0,0.0,0.0,6.0,0.0,1.9,1.9,0.8,2.7,29.0,81.0,61.0,0.03,0.03,0.06,0.03,0.06,0.06,0.03,0.08,0.06,0.08,Matches,SerieA
Matías Vecino,MF,Lazio,SerieA,1991.0,31.0,8.0,1153.0,12.8,6.0,1.0,7.0,6.0,0.0,0.0,8.0,0.0,3.7,3.7,0.4,4.1,16.0,74.0,43.0,0.47,0.08,0.55,0.47,0.55,0.29,0.03,0.32,0.29,0.32,Matches,SerieA
Lorenzo Venuti,DF,Lecce,SerieA,1995.0,14.0,3.0,364.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.3,0.4,7.0,16.0,15.0,0.0,0.0,0.0,0.0,0.0,0.02,0.07,0.1,0.02,0.1,Matches,SerieA
Simone Verdi,FW,Torino,SerieA,1992.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,0.0,1.5,Matches,SerieA
Emanuel Vignato,"MF,FW",Salernitana,SerieA,2000.0,9.0,3.0,311.0,3.5,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.4,5.0,11.0,14.0,0.0,0.29,0.29,0.0,0.29,0.01,0.1,0.11,0.01,0.11,Matches,SerieA
Player,Pos,Squad,SerieA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,SerieA
Samuele Vignato,"MF,FW",Monza,SerieA,2004.0,10.0,3.0,343.0,3.8,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.7,1.7,0.2,1.8,13.0,13.0,20.0,0.26,0.0,0.26,0.26,0.26,0.44,0.04,0.48,0.44,0.48,Matches,SerieA
Matías Viña,DF,Sassuolo,SerieA,1997.0,15.0,13.0,1014.0,11.3,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,1.4,1.7,24.0,46.0,37.0,0.0,0.27,0.27,0.0,0.27,0.03,0.12,0.15,0.03,0.15,Matches,SerieA
Rúben Vinagre,"DF,FW",Hellas Verona,SerieA,1999.0,12.0,2.0,282.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,6.0,8.0,13.0,0.0,0.0,0.0,0.0,0.0,0.01,0.08,0.09,0.01,0.09,Matches,SerieA
Nicolas Viola,"MF,FW",Cagliari,SerieA,1989.0,26.0,11.0,1207.0,13.4,5.0,2.0,7.0,5.0,0.0,1.0,3.0,0.0,3.4,2.6,3.9,6.5,22.0,57.0,68.0,0.37,0.15,0.52,0.37,0.52,0.25,0.29,0.54,0.19,0.49,Matches,SerieA
Mattia Viti,DF,Sassuolo,SerieA,2002.0,15.0,12.0,979.0,10.9,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,36.0,13.0,0.09,0.0,0.09,0.09,0.09,0.09,0.0,0.09,0.09,0.09,Matches,SerieA
Vitinha,"FW,MF",Genoa,SerieA,2000.0,9.0,2.0,285.0,3.2,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,1.1,1.1,0.1,1.3,10.0,4.0,21.0,0.63,0.0,0.63,0.63,0.63,0.36,0.04,0.4,0.36,0.4,Matches,SerieA
Dušan Vlahović,FW,Juventus,SerieA,2000.0,33.0,27.0,2307.0,25.6,16.0,4.0,20.0,14.0,2.0,4.0,8.0,1.0,16.6,13.3,2.3,15.6,36.0,46.0,174.0,0.62,0.16,0.78,0.55,0.7,0.65,0.09,0.74,0.52,0.61,Matches,SerieA
Nikola Vlašić,"MF,FW",Torino,SerieA,1997.0,33.0,30.0,2608.0,29.0,3.0,2.0,5.0,3.0,0.0,0.0,3.0,0.0,2.4,2.4,2.9,5.3,67.0,150.0,174.0,0.1,0.07,0.17,0.1,0.17,0.08,0.1,0.18,0.08,0.18,Matches,SerieA
Alessandro Vogliacco,DF,Genoa,SerieA,1998.0,20.0,14.0,1169.0,13.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.4,0.4,0.5,0.9,8.0,49.0,12.0,0.0,0.08,0.08,0.0,0.08,0.03,0.04,0.07,0.03,0.07,Matches,SerieA
Mërgim Vojvoda,DF,Torino,SerieA,1995.0,28.0,15.0,1379.0,15.3,0.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.4,0.4,1.4,1.8,30.0,91.0,72.0,0.0,0.2,0.2,0.0,0.2,0.02,0.09,0.12,0.02,0.12,Matches,SerieA
Cristian Volpato,"MF,FW",Sassuolo,SerieA,2003.0,22.0,5.0,645.0,7.2,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.5,0.5,1.4,1.9,34.0,53.0,49.0,0.14,0.0,0.14,0.14,0.14,0.07,0.19,0.26,0.07,0.26,Matches,SerieA
Stefan de Vrij,DF,Inter,SerieA,1992.0,25.0,17.0,1586.0,17.6,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6,0.6,0.3,0.9,6.0,43.0,2.0,0.06,0.0,0.06,0.06,0.06,0.03,0.02,0.05,0.03,0.05,Matches,SerieA
Walace,MF,Udinese,SerieA,1995.0,37.0,37.0,3238.0,36.0,2.0,0.0,2.0,2.0,0.0,0.0,7.0,0.0,0.8,0.8,1.1,1.9,37.0,127.0,22.0,0.06,0.0,0.06,0.06,0.06,0.02,0.03,0.05,0.02,0.05,Matches,SerieA
Sebastian Walukiewicz,DF,Empoli,SerieA,2000.0,27.0,23.0,2055.0,22.8,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.1,0.1,0.1,0.2,14.0,45.0,5.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches,SerieA
Timothy Weah,"DF,FW",Juventus,SerieA,2000.0,30.0,12.0,1258.0,14.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,1.5,1.5,1.1,2.7,35.0,48.0,84.0,0.0,0.07,0.07,0.0,0.07,0.11,0.08,0.19,0.11,0.19,Matches,SerieA
Shon Weissman,"FW,DF",Salernitana,SerieA,1996.0,11.0,5.0,494.0,5.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1,1.1,0.0,4.0,22.0,0.18,0.0,0.18,0.18,0.18,0.19,0.02,0.21,0.19,0.21,Matches,SerieA
Mateusz Wieteska,DF,Cagliari,SerieA,1997.0,19.0,10.0,965.0,10.7,0.0,1.0,1.0,0.0,0.0,0.0,5.0,1.0,0.3,0.3,0.6,0.9,16.0,33.0,1.0,0.0,0.09,0.09,0.0,0.09,0.03,0.05,0.08,0.03,0.08,Matches,SerieA
Kenan Yıldız,"FW,DF",Juventus,SerieA,2005.0,27.0,9.0,952.0,10.6,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,1.6,1.6,1.1,2.7,32.0,40.0,73.0,0.19,0.0,0.19,0.19,0.19,0.15,0.1,0.26,0.15,0.26,Matches,SerieA
Mattia Zaccagni,"FW,MF",Lazio,SerieA,1995.0,28.0,24.0,1956.0,21.7,6.0,1.0,7.0,6.0,0.0,0.0,8.0,0.0,4.7,4.7,2.9,7.6,88.0,55.0,209.0,0.28,0.05,0.32,0.28,0.32,0.22,0.13,0.35,0.22,0.35,Matches,SerieA
Nicola Zalewski,"DF,FW",Roma,SerieA,2002.0,22.0,10.0,968.0,10.8,0.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,0.8,0.8,1.6,2.5,54.0,33.0,62.0,0.0,0.09,0.09,0.0,0.09,0.08,0.15,0.23,0.08,0.23,Matches,SerieA
Andre-Frank Zambo Anguissa,MF,Napoli,SerieA,1995.0,34.0,32.0,2786.0,31.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,3.4,3.3,3.0,6.3,43.0,163.0,139.0,0.0,0.06,0.06,0.0,0.06,0.11,0.1,0.21,0.11,0.2,Matches,SerieA
Alessandro Zanoli,DF,Salernitana,SerieA,2000.0,17.0,10.0,921.0,10.2,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,1.8,1.9,27.0,28.0,45.0,0.0,0.2,0.2,0.0,0.2,0.02,0.17,0.19,0.02,0.19,Matches,SerieA
Alessandro Zanoli,"DF,FW",Napoli,SerieA,2000.0,4.0,0.0,52.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,SerieA
Duván Zapata,FW,Torino,SerieA,1991.0,35.0,34.0,2880.0,32.0,12.0,4.0,16.0,12.0,0.0,0.0,2.0,0.0,10.9,10.9,3.0,13.9,74.0,52.0,242.0,0.37,0.12,0.5,0.37,0.5,0.34,0.09,0.43,0.34,0.43,Matches,SerieA
Duván Zapata,FW,Atalanta,SerieA,1991.0,2.0,2.0,112.0,1.2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4,0.4,0.1,0.5,3.0,3.0,13.0,0.8,0.0,0.8,0.8,0.8,0.33,0.1,0.44,0.33,0.44,Matches,SerieA
Player,Pos,Squad,SerieA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,SerieA
Gabriele Zappa,DF,Cagliari,SerieA,1999.0,38.0,25.0,2561.0,28.5,1.0,3.0,4.0,1.0,0.0,0.0,2.0,0.0,1.5,1.5,3.3,4.8,35.0,99.0,84.0,0.04,0.11,0.14,0.04,0.14,0.05,0.12,0.17,0.05,0.17,Matches,SerieA
Davide Zappacosta,DF,Atalanta,SerieA,1992.0,31.0,23.0,1867.0,20.7,2.0,1.0,3.0,2.0,0.0,0.0,5.0,0.0,2.2,2.2,1.4,3.7,67.0,78.0,132.0,0.1,0.05,0.14,0.1,0.14,0.11,0.07,0.18,0.11,0.18,Matches,SerieA
Oier Zarraga,MF,Udinese,SerieA,1999.0,15.0,4.0,404.0,4.5,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.6,5.0,8.0,10.0,0.45,0.0,0.45,0.45,0.45,0.13,0.01,0.14,0.13,0.14,Matches,SerieA
Jordan Zemura,DF,Udinese,SerieA,1999.0,27.0,10.0,1038.0,11.5,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.8,0.8,0.4,1.2,23.0,32.0,52.0,0.09,0.0,0.09,0.09,0.09,0.07,0.03,0.1,0.07,0.1,Matches,SerieA
Alessio Zerbin,"DF,FW",Monza,SerieA,1999.0,13.0,7.0,684.0,7.6,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.4,0.4,0.8,1.2,17.0,20.0,46.0,0.0,0.13,0.13,0.0,0.13,0.05,0.11,0.16,0.05,0.16,Matches,SerieA
Alessio Zerbin,"FW,DF",Napoli,SerieA,1999.0,7.0,1.0,150.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.6,0.9,6.0,3.0,18.0,0.0,0.0,0.0,0.0,0.0,0.15,0.37,0.52,0.15,0.52,Matches,SerieA
Kevin Zeroli,MF,Milan,SerieA,2005.0,3.0,0.0,28.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,SerieA
Piotr Zieliński,MF,Napoli,SerieA,1994.0,28.0,23.0,1924.0,21.4,3.0,2.0,5.0,2.0,1.0,1.0,1.0,0.0,2.6,1.8,3.4,5.2,38.0,131.0,88.0,0.14,0.09,0.23,0.09,0.19,0.12,0.16,0.28,0.08,0.24,Matches,SerieA
David Zima,DF,Torino,SerieA,2000.0,5.0,0.0,91.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,SerieA
Joshua Zirkzee,FW,Bologna,SerieA,2001.0,34.0,32.0,2759.0,30.7,11.0,4.0,15.0,9.0,2.0,2.0,8.0,0.0,9.0,7.4,5.2,12.6,53.0,86.0,182.0,0.36,0.13,0.49,0.29,0.42,0.29,0.17,0.46,0.24,0.41,Matches,SerieA
Nadir Zortea,DF,Frosinone,SerieA,1999.0,14.0,14.0,1258.0,14.0,1.0,5.0,6.0,1.0,0.0,0.0,3.0,0.0,0.4,0.4,2.8,3.3,31.0,42.0,71.0,0.07,0.36,0.43,0.07,0.43,0.03,0.2,0.23,0.03,0.23,Matches,SerieA
Nadir Zortea,DF,Atalanta,SerieA,1999.0,5.0,0.0,149.0,1.7,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.1,0.1,0.3,0.4,7.0,10.0,22.0,0.6,0.0,0.6,0.6,0.6,0.05,0.16,0.21,0.05,0.21,Matches,SerieA
Szymon Żurkowski,MF,Empoli,SerieA,1997.0,13.0,10.0,868.0,9.6,4.0,0.0,4.0,4.0,0.0,0.0,4.0,0.0,1.0,1.0,0.1,1.1,17.0,20.0,37.0,0.41,0.0,0.41,0.41,0.41,0.1,0.01,0.11,0.1,0.11,Matches,SerieA
Milan Đurić,FW,Hellas Verona,SerieA,1990.0,20.0,13.0,1204.0,13.4,5.0,1.0,6.0,4.0,1.0,3.0,2.0,0.0,4.5,2.2,1.2,3.4,3.0,15.0,33.0,0.37,0.07,0.45,0.3,0.37,0.34,0.09,0.43,0.16,0.25,Matches,SerieA
Milan Đurić,FW,Monza,SerieA,1990.0,17.0,13.0,1257.0,14.0,4.0,1.0,5.0,4.0,0.0,0.0,2.0,0.0,3.0,3.0,0.7,3.7,2.0,8.0,31.0,0.29,0.07,0.36,0.29,0.36,0.21,0.05,0.26,0.21,0.26,Matches,SerieA
