"(Background Information, Full Name)","(Background Information, Position)","(Background Information, Squad)","(Background Information, Year of Birth)","(Playing Time, MP)","(Playing Time, Starts)","(Playing Time, Min)","(Playing Time, 90s)","(Performance, Gls)","(Performance, Ast)","(Performance, G+A)","(Performance, G-PK)","(Performance, PK)","(Performance, PKatt)","(Performance, CrdY)","(Performance, CrdR)","(Expected, xG)","(Expected, npxG)","(Expected, xAG)","(Expected, npxG+xAG)","(Progression, PrgC)","(Progression, PrgP)","(Progression, PrgR)","(Per 90 Minutes, Gls)","(Per 90 Minutes, Ast)","(Per 90 Minutes, G+A)","(Per 90 Minutes, G-PK)","(Per 90 Minutes, G+A-PK)","(Per 90 Minutes, xG)","(Per 90 Minutes, xAG)","(Per 90 Minutes, xG+xAG)","(Per 90 Minutes, npxG)","(Per 90 Minutes, npxG+xAG)","('Unnamed: 36_level_0', 'Matches')"
Krépin Diatta,"DF,FW",Monaco,1999.0,26.0,12.0,1206.0,13.4,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.5,0.5,1.8,2.3,48.0,80.0,95.0,0.0,0.15,0.15,0.0,0.15,0.04,0.13,0.17,0.04,0.17,Matches
Mory Diaw,GK,Clermont Foot,1993.0,30.0,30.0,2700.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.1,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Mahamadou Diawara,MF,Lyon,2005.0,11.0,4.0,358.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.7,0.7,0.1,0.9,13.0,20.0,14.0,0.0,0.0,0.0,0.0,0.0,0.19,0.03,0.22,0.19,0.22,Matches
Bamba Dieng,FW,Lorient,2000.0,16.0,5.0,549.0,6.1,4.0,1.0,5.0,4.0,0.0,0.0,3.0,0.0,3.2,3.2,1.6,4.8,5.0,4.0,44.0,0.66,0.16,0.82,0.66,0.82,0.53,0.27,0.79,0.53,0.79,Matches
Guillaume Dietsch,GK,Metz,2001.0,1.0,0.0,73.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Sinaly Diomande,DF,Lyon,2001.0,10.0,10.0,889.0,9.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.7,1.7,5.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.07,0.17,0.1,0.17,Matches
Edan Diop,"MF,DF",Monaco,2004.0,10.0,0.0,163.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Sofiane Diop,FW,Nice,2000.0,10.0,6.0,499.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.2,0.8,2.0,20.0,17.0,43.0,0.0,0.0,0.0,0.0,0.0,0.22,0.14,0.36,0.22,0.36,Matches
Andy Diouf,MF,Lens,2003.0,25.0,16.0,1314.0,14.6,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.5,1.5,1.1,2.6,63.0,80.0,55.0,0.07,0.0,0.07,0.07,0.07,0.1,0.08,0.18,0.1,0.18,Matches
Yehvann Diouf,GK,Reims,1999.0,34.0,34.0,3060.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Chaim El Djebali,MF,Lyon,2004.0,1.0,0.0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Jeremy Doku,FW,Rennes,2002.0,2.0,1.0,111.0,1.2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6,0.6,0.2,0.8,11.0,5.0,19.0,0.81,0.0,0.81,0.81,0.81,0.48,0.16,0.64,0.48,0.64,Matches
Gianluigi Donnarumma,GK,Paris S-G,1999.0,25.0,25.0,2169.0,24.1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Siriné Doucouré,FW,Lorient,2002.0,11.0,5.0,423.0,4.7,1.0,3.0,4.0,1.0,0.0,0.0,2.0,0.0,0.9,0.9,1.3,2.2,14.0,5.0,35.0,0.21,0.64,0.85,0.21,0.85,0.2,0.28,0.47,0.2,0.47,Matches
Désiré Doué,"MF,FW",Rennes,2005.0,31.0,17.0,1626.0,18.1,4.0,4.0,8.0,4.0,0.0,0.0,3.0,0.0,2.4,2.4,3.7,6.1,78.0,121.0,172.0,0.22,0.22,0.44,0.22,0.44,0.13,0.21,0.34,0.13,0.34,Matches
Guela Doué,DF,Rennes,2002.0,24.0,13.0,1234.0,13.7,0.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.5,0.5,1.1,1.6,41.0,53.0,85.0,0.0,0.15,0.15,0.0,0.15,0.04,0.08,0.12,0.04,0.12,Matches
Douglas,MF,Nantes,1997.0,25.0,22.0,1772.0,19.7,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.2,1.2,1.1,2.3,12.0,105.0,18.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.12,0.06,0.12,Matches
Ismaël Doukouré,"MF,DF",Strasbourg,2003.0,22.0,19.0,1656.0,18.4,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.3,0.3,0.2,0.5,15.0,80.0,7.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,Matches
Kamory Doumbia,MF,Brest,2003.0,25.0,7.0,879.0,9.8,6.0,5.0,11.0,6.0,0.0,0.0,1.0,0.0,4.2,4.2,0.9,5.0,22.0,48.0,43.0,0.61,0.51,1.13,0.61,1.13,0.43,0.09,0.52,0.43,0.52,Matches
Player,Pos,Squad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Jean-Kevin Duverne,DF,Nantes,1997.0,19.0,15.0,1348.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.3,0.3,0.2,0.5,18.0,64.0,23.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,Matches
Aron Dønnum,"FW,MF",Toulouse,1998.0,27.0,19.0,1595.0,17.7,0.0,1.0,1.0,0.0,0.0,0.0,8.0,0.0,1.0,1.0,2.1,3.1,69.0,66.0,120.0,0.0,0.06,0.06,0.0,0.06,0.06,0.12,0.18,0.06,0.18,Matches
Simon Ebonog,MF,Le Havre,2004.0,4.0,0.0,20.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Hugo Ekitike,FW,Paris S-G,2002.0,1.0,0.0,9.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,Matches
Simon Elisor,FW,Metz,1999.0,14.0,9.0,767.0,8.5,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2.3,1.5,0.9,2.4,9.0,14.0,43.0,0.12,0.0,0.12,0.12,0.12,0.27,0.11,0.38,0.18,0.29,Matches
Breel Embolo,FW,Monaco,1997.0,5.0,2.0,182.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7,0.7,0.1,0.8,8.0,7.0,20.0,0.49,0.0,0.49,0.49,0.49,0.35,0.06,0.41,0.35,0.41,Matches
Emanuel Emegha,FW,Strasbourg,2003.0,28.0,23.0,2078.0,23.1,8.0,1.0,9.0,8.0,0.0,1.0,3.0,0.0,10.8,10.0,0.4,10.4,24.0,11.0,115.0,0.35,0.04,0.39,0.35,0.39,0.47,0.02,0.49,0.43,0.45,Matches
Maxime Estève,DF,Montpellier,2002.0,12.0,12.0,995.0,11.1,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.2,0.2,0.3,0.5,8.0,23.0,10.0,0.09,0.09,0.18,0.09,0.18,0.02,0.02,0.04,0.02,0.04,Matches
Oscar Estupiñan,FW,Metz,1996.0,6.0,4.0,260.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,5.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.18,0.01,0.18,0.18,0.18,Matches
Romain Faivre,"MF,FW",Lorient,1998.0,17.0,16.0,1453.0,16.1,5.0,1.0,6.0,5.0,0.0,0.0,1.0,0.0,2.8,2.8,1.7,4.5,68.0,102.0,78.0,0.31,0.06,0.37,0.31,0.37,0.17,0.1,0.28,0.17,0.28,Matches
Ilhan Fakili,"MF,FW",Clermont Foot,2006.0,3.0,1.0,94.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,2.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.17,0.03,0.2,0.17,0.2,Matches
Khalil Fayad,"FW,MF",Montpellier,2004.0,23.0,11.0,1025.0,11.4,3.0,0.0,3.0,3.0,0.0,0.0,2.0,0.0,1.9,1.9,0.5,2.4,18.0,35.0,47.0,0.26,0.0,0.26,0.26,0.26,0.17,0.04,0.21,0.17,0.21,Matches
Ichem Ferrah,FW,Lille,2005.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Jordan Ferri,MF,Montpellier,1992.0,30.0,23.0,2031.0,22.6,1.0,1.0,2.0,1.0,0.0,0.0,6.0,0.0,0.6,0.6,1.9,2.5,37.0,173.0,68.0,0.04,0.04,0.09,0.04,0.09,0.03,0.09,0.11,0.03,0.11,Matches
Malick Fofana,FW,Lyon,2005.0,17.0,4.0,559.0,6.2,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.8,1.8,0.5,2.4,26.0,10.0,60.0,0.48,0.0,0.48,0.48,0.48,0.29,0.09,0.38,0.29,0.38,Matches
Youssouf Fofana,MF,Monaco,1999.0,32.0,31.0,2697.0,30.0,4.0,4.0,8.0,4.0,0.0,0.0,3.0,0.0,5.0,5.0,3.4,8.4,53.0,249.0,86.0,0.13,0.13,0.27,0.13,0.27,0.17,0.11,0.28,0.17,0.28,Matches
Thomas Foket,DF,Reims,1994.0,27.0,22.0,1833.0,20.4,0.0,1.0,1.0,0.0,0.0,0.0,9.0,1.0,0.2,0.2,0.9,1.1,24.0,65.0,84.0,0.0,0.05,0.05,0.0,0.05,0.01,0.04,0.05,0.01,0.05,Matches
Tiago Fonseca Morais,FW,Lille,2003.0,3.0,0.0,46.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.7,0.7,0.7,Matches
Przemysław Frankowski,DF,Lens,1995.0,30.0,24.0,2192.0,24.4,3.0,2.0,5.0,2.0,1.0,2.0,4.0,0.0,3.7,2.1,3.8,5.9,56.0,112.0,210.0,0.12,0.08,0.21,0.08,0.16,0.15,0.16,0.31,0.09,0.24,Matches
Jean Frederic N'Guessan,"MF,FW",Metz,2003.0,6.0,1.0,110.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,1.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,Matches
Angelo Fulgini,MF,Lens,1996.0,29.0,16.0,1376.0,15.3,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,3.2,3.2,3.2,6.4,35.0,74.0,117.0,0.07,0.13,0.2,0.07,0.2,0.21,0.21,0.42,0.21,0.42,Matches
Kévin Gameiro,"FW,MF",Strasbourg,1987.0,27.0,15.0,1346.0,15.0,4.0,2.0,6.0,2.0,2.0,2.0,0.0,0.0,3.4,1.9,2.7,4.6,26.0,44.0,81.0,0.27,0.13,0.4,0.13,0.27,0.23,0.18,0.41,0.12,0.31,Matches
Ignatius Ganago,"FW,MF",Nantes,1999.0,6.0,2.0,184.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.6,1.0,7.0,5.0,26.0,0.0,0.0,0.0,0.0,0.0,0.21,0.27,0.49,0.21,0.49,Matches
Ulisses Garcia,DF,Marseille,1996.0,13.0,10.0,906.0,10.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.9,1.4,21.0,52.0,66.0,0.0,0.0,0.0,0.0,0.0,0.05,0.09,0.14,0.05,0.14,Matches
Johan Gastien,MF,Clermont Foot,1988.0,28.0,28.0,2260.0,25.1,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.3,0.3,2.4,2.7,21.0,168.0,21.0,0.0,0.0,0.0,0.0,0.0,0.01,0.1,0.11,0.01,0.11,Matches
Player,Pos,Squad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Yann Gboho,"MF,FW",Toulouse,2001.0,16.0,13.0,1193.0,13.3,3.0,2.0,5.0,3.0,0.0,0.0,1.0,0.0,1.2,1.2,1.7,2.9,65.0,48.0,97.0,0.23,0.15,0.38,0.23,0.38,0.09,0.13,0.22,0.09,0.22,Matches
Gelabert,"MF,FW",Toulouse,2000.0,16.0,10.0,754.0,8.4,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.8,0.8,1.3,2.1,14.0,33.0,57.0,0.12,0.24,0.36,0.12,0.36,0.09,0.16,0.25,0.09,0.25,Matches
Denis Genreau,"MF,FW",Toulouse,1999.0,9.0,5.0,464.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.4,0.7,6.0,14.0,27.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.14,0.07,0.14,Matches
Samuel Gigot,DF,Marseille,1993.0,21.0,20.0,1726.0,19.2,3.0,0.0,3.0,3.0,0.0,0.0,7.0,1.0,2.4,2.4,0.9,3.3,10.0,54.0,8.0,0.16,0.0,0.16,0.16,0.16,0.12,0.04,0.17,0.12,0.17,Matches
Aleksandr Golovin,"MF,FW",Monaco,1996.0,25.0,25.0,2147.0,23.9,6.0,6.0,12.0,6.0,0.0,0.0,8.0,1.0,3.4,3.4,4.7,8.0,50.0,172.0,157.0,0.25,0.25,0.5,0.25,0.5,0.14,0.2,0.34,0.14,0.34,Matches
Angel Gomes,MF,Lille,2000.0,31.0,29.0,2571.0,28.6,0.0,8.0,8.0,0.0,0.0,0.0,5.0,0.0,2.0,2.0,6.2,8.2,49.0,204.0,71.0,0.0,0.28,0.28,0.0,0.28,0.07,0.22,0.29,0.07,0.29,Matches
Maxime Gonalons,MF,Clermont Foot,1989.0,21.0,17.0,1296.0,14.4,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.4,0.4,0.2,0.6,8.0,81.0,10.0,0.07,0.0,0.07,0.07,0.07,0.03,0.01,0.04,0.03,0.04,Matches
Mathieu Gorgelin,GK,Le Havre,1990.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Amine Gouiri,"FW,MF",Rennes,2000.0,31.0,24.0,2067.0,23.0,7.0,3.0,10.0,7.0,0.0,0.0,2.0,0.0,7.4,7.3,1.7,9.1,59.0,82.0,185.0,0.3,0.13,0.44,0.3,0.44,0.32,0.08,0.4,0.32,0.39,Matches
Jonathan Gradit,DF,Lens,1992.0,26.0,26.0,2112.0,23.5,1.0,0.0,1.0,1.0,0.0,0.0,9.0,1.0,0.3,0.3,0.1,0.5,21.0,177.0,6.0,0.04,0.0,0.04,0.04,0.04,0.01,0.01,0.02,0.01,0.02,Matches
Samuel Grandsir,"MF,FW",Le Havre,1996.0,23.0,4.0,606.0,6.7,1.0,1.0,2.0,1.0,0.0,1.0,4.0,2.0,2.6,1.9,1.2,3.0,22.0,35.0,68.0,0.15,0.15,0.3,0.15,0.3,0.39,0.17,0.57,0.28,0.45,Matches
Adrian Grbić,FW,Lorient,1996.0,1.0,0.0,31.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.27,0.27,0.27,Matches
Gabriel Gudmundsson,"DF,FW",Lille,1999.0,25.0,14.0,1267.0,14.1,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.1,1.1,1.2,2.2,39.0,37.0,66.0,0.07,0.0,0.07,0.07,0.07,0.08,0.08,0.16,0.08,0.16,Matches
Axel Gueguin,"DF,FW",Montpellier,2005.0,3.0,1.0,132.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,2.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,Matches
Mattéo Guendouzi,MF,Marseille,1999.0,2.0,0.0,19.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.59,0.0,2.59,2.59,2.59,Matches
Evann Guessand,FW,Nice,2001.0,34.0,14.0,1553.0,17.3,6.0,0.0,6.0,4.0,2.0,2.0,1.0,0.0,8.4,6.8,1.4,8.2,40.0,34.0,114.0,0.35,0.0,0.35,0.23,0.23,0.48,0.08,0.56,0.39,0.47,Matches
Pape Gueye,"MF,DF",Marseille,1999.0,15.0,9.0,765.0,8.5,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.4,0.4,0.8,1.2,8.0,61.0,18.0,0.12,0.0,0.12,0.12,0.12,0.05,0.09,0.14,0.05,0.14,Matches
Morgan Guilavogui,"FW,MF",Lens,1998.0,23.0,2.0,566.0,6.3,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.6,1.6,1.2,2.8,16.0,36.0,75.0,0.32,0.0,0.32,0.32,0.32,0.25,0.2,0.44,0.25,0.44,Matches
Frederic Guilbert,"DF,MF",Strasbourg,1994.0,32.0,29.0,2490.0,27.7,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,1.1,1.1,1.6,2.7,32.0,116.0,70.0,0.07,0.0,0.07,0.07,0.07,0.04,0.06,0.1,0.04,0.1,Matches
Jaouen Hadjam,DF,Nantes,2003.0,8.0,0.0,112.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,6.0,10.0,17.0,0.0,0.0,0.0,0.0,0.0,0.03,0.29,0.32,0.03,0.32,Matches
Massadio Haïdara,DF,Lens,1992.0,18.0,7.0,741.0,8.2,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.2,0.3,8.0,40.0,25.0,0.0,0.12,0.12,0.0,0.12,0.02,0.02,0.04,0.02,0.04,Matches
Oualid El Hajjam,"DF,MF",Le Havre,1991.0,13.0,4.0,393.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.9,1.3,7.0,16.0,27.0,0.0,0.0,0.0,0.0,0.0,0.09,0.2,0.29,0.09,0.29,Matches
Achraf Hakimi,DF,Paris S-G,1998.0,25.0,20.0,1932.0,21.5,4.0,5.0,9.0,4.0,0.0,0.0,3.0,0.0,4.2,4.2,5.2,9.4,84.0,218.0,230.0,0.19,0.23,0.42,0.19,0.42,0.2,0.24,0.44,0.2,0.44,Matches
Amine Harit,"MF,FW",Marseille,1997.0,28.0,21.0,1821.0,20.2,1.0,2.0,3.0,1.0,0.0,0.0,5.0,0.0,3.7,3.7,3.7,7.4,84.0,127.0,112.0,0.05,0.1,0.15,0.05,0.15,0.18,0.18,0.37,0.18,0.37,Matches
Silvan Hefti,"DF,FW",Montpellier,1997.0,11.0,9.0,711.0,7.9,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,1.0,1.2,14.0,25.0,36.0,0.0,0.13,0.13,0.0,0.13,0.03,0.13,0.15,0.03,0.15,Matches
Player,Pos,Squad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Henrique,DF,Lyon,1994.0,11.0,6.0,607.0,6.7,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.3,0.3,0.4,0.8,20.0,36.0,33.0,0.15,0.0,0.15,0.15,0.15,0.05,0.06,0.11,0.05,0.11,Matches
Luis Henrique,"FW,DF",Marseille,2001.0,15.0,8.0,784.0,8.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.3,1.3,0.7,2.0,30.0,40.0,84.0,0.11,0.0,0.11,0.11,0.11,0.15,0.08,0.23,0.15,0.23,Matches
Christophe Hérelle,DF,Metz,1992.0,19.0,18.0,1617.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.1,0.1,0.0,0.1,1.0,41.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches
Lucas Hernández,DF,Paris S-G,1996.0,27.0,23.0,1909.0,21.2,1.0,1.0,2.0,1.0,0.0,0.0,6.0,0.0,0.5,0.5,1.6,2.0,30.0,156.0,22.0,0.05,0.05,0.09,0.05,0.09,0.02,0.07,0.1,0.02,0.1,Matches
Andrej Ilic,FW,Lille,2000.0,2.0,0.0,9.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Bonke Innocent,MF,Lorient,1996.0,4.0,3.0,210.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,0.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.01,0.05,Matches
Ismaily,DF,Lille,1990.0,30.0,28.0,2465.0,27.4,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.3,0.3,1.2,1.4,74.0,114.0,110.0,0.04,0.04,0.07,0.04,0.07,0.01,0.04,0.05,0.01,0.05,Matches
Yanis Issoufou,MF,Montpellier,2006.0,1.0,0.0,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Junya Ito,"FW,MF",Reims,1993.0,31.0,31.0,2714.0,30.2,3.0,7.0,10.0,3.0,0.0,0.0,2.0,0.0,4.5,4.5,11.5,16.0,123.0,139.0,287.0,0.1,0.23,0.33,0.1,0.33,0.15,0.38,0.53,0.15,0.53,Matches
Jérémy Jacquet,MF,Rennes,2005.0,1.0,0.0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Jérémy Jacquet,DF,Clermont Foot,2005.0,6.0,2.0,253.0,2.8,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.3,0.5,5.0,15.0,4.0,0.0,0.36,0.36,0.0,0.36,0.08,0.12,0.19,0.08,0.19,Matches
Ismail Jakobs,DF,Monaco,1999.0,22.0,16.0,1466.0,16.3,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,1.3,1.3,1.8,3.1,44.0,56.0,133.0,0.06,0.12,0.18,0.06,0.18,0.08,0.11,0.19,0.08,0.19,Matches
Ablie Jallow,"MF,FW",Metz,1998.0,17.0,10.0,918.0,10.2,3.0,2.0,5.0,2.0,1.0,1.0,1.0,0.0,2.0,1.2,1.0,2.2,29.0,42.0,53.0,0.29,0.2,0.49,0.2,0.39,0.19,0.1,0.29,0.12,0.22,Matches
Danley Jean-Jacques,MF,Metz,2000.0,33.0,30.0,2682.0,29.8,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.9,2.9,0.6,3.5,35.0,84.0,53.0,0.0,0.0,0.0,0.0,0.0,0.1,0.02,0.12,0.1,0.12,Matches
Jeffinho,"FW,MF",Lyon,1999.0,10.0,3.0,308.0,3.4,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6,1.6,15.0,14.0,36.0,0.29,0.29,0.58,0.29,0.58,0.3,0.18,0.48,0.3,0.48,Matches
Antoine Joujou,"FW,MF",Le Havre,2003.0,23.0,6.0,779.0,8.7,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.1,1.1,0.6,1.8,35.0,22.0,82.0,0.0,0.23,0.23,0.0,0.23,0.13,0.07,0.2,0.13,0.2,Matches
Christopher Jullien,DF,Montpellier,1993.0,20.0,13.0,1233.0,13.7,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,1.1,1.1,0.1,1.2,1.0,26.0,4.0,0.07,0.0,0.07,0.07,0.07,0.08,0.0,0.09,0.08,0.09,Matches
Eli Junior Kroupi,"FW,MF",Lorient,2006.0,30.0,11.0,1084.0,12.0,5.0,3.0,8.0,5.0,0.0,0.0,1.0,0.0,3.5,3.5,1.8,5.3,10.0,12.0,63.0,0.42,0.25,0.66,0.42,0.66,0.29,0.15,0.44,0.29,0.44,Matches
Abdoul Kader Bamba,"FW,MF",Nantes,1994.0,23.0,1.0,611.0,6.8,2.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,2.1,2.1,1.0,3.2,41.0,31.0,73.0,0.29,0.15,0.44,0.29,0.44,0.31,0.15,0.46,0.31,0.46,Matches
Yaya Kader Fofana,"MF,DF",Reims,2004.0,4.0,0.0,32.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.23,0.23,0.23,Matches
Tino Kadewere,"FW,MF",Lyon,1996.0,11.0,2.0,296.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.3,0.9,4.0,12.0,28.0,0.0,0.0,0.0,0.0,0.0,0.2,0.09,0.28,0.2,0.28,Matches
Tino Kadewere,"FW,MF",Nantes,1996.0,14.0,8.0,781.0,8.7,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.9,1.2,1.8,2.9,15.0,26.0,53.0,0.12,0.0,0.12,0.12,0.12,0.22,0.21,0.43,0.13,0.34,Matches
Arnaud Kalimuendo,FW,Rennes,2002.0,30.0,25.0,2139.0,23.8,10.0,1.0,11.0,8.0,2.0,2.0,6.0,0.0,9.0,7.4,2.7,10.1,27.0,37.0,181.0,0.42,0.04,0.46,0.34,0.38,0.38,0.11,0.49,0.31,0.43,Matches
