"(Background Information, Full Name)","(Background Information, Nation)","(Background Information, Position)","(Background Information, Squad)","(Background Information, Age)","(Background Information, Year of Birth)","(Playing Time, MP)","(Playing Time, Starts)","(Playing Time, Min)","(Playing Time, 90s)","(Performance, Gls)","(Performance, Ast)","(Performance, G+A)","(Performance, G-PK)","(Performance, PK)","(Performance, PKatt)","(Performance, CrdY)","(Performance, CrdR)","(Expected, xG)","(Expected, npxG)","(Expected, xAG)","(Expected, npxG+xAG)","(Progression, PrgC)","(Progression, PrgP)","(Progression, PrgR)","(Per 90 Minutes, Gls)","(Per 90 Minutes, Ast)","(Per 90 Minutes, G+A)","(Per 90 Minutes, G-PK)","(Per 90 Minutes, G+A-PK)","(Per 90 Minutes, xG)","(Per 90 Minutes, xAG)","(Per 90 Minutes, xG+xAG)","(Per 90 Minutes, npxG)","(Per 90 Minutes, npxG+xAG)","(Background Information, League)",market_value_in_eur,highest_market_value_in_eur
Peter González,do DOM,"MF,FW",Valencia,21,2002.0,15.0,5.0,649.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.7,1.7,1.0,2.7,19.0,16.0,48.0,0.0,0.0,0.0,0.0,0.0,0.24,0.14,0.38,0.24,0.38,La Liga,250000.0,1100000.0
Urko González,es ESP,MF,Real Sociedad,22,2001.0,5.0,2.0,156.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,1.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,La Liga,1500000.0,1500000.0
Andoni Gorosabel,es ESP,DF,Alavés,26,1996.0,36.0,33.0,2854.0,31.7,1.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,0.7,0.7,1.3,2.0,58.0,117.0,121.0,0.03,0.0,0.03,0.03,0.03,0.02,0.04,0.06,0.02,0.06,La Liga,2500000.0,10000000.0
Pablo Gozalbez,es ESP,"MF,FW",Valencia,22,2001.0,5.0,1.0,103.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,La Liga,500000.0,25000000.0
Mason Greenwood,eng ENG,"MF,FW",Getafe,21,2001.0,33.0,30.0,2662.0,29.6,8.0,6.0,14.0,6.0,2.0,3.0,6.0,1.0,8.8,6.4,4.6,11.0,127.0,89.0,239.0,0.27,0.2,0.47,0.2,0.41,0.3,0.15,0.45,0.22,0.37,La Liga,15000000.0,50000000.0
Dominik Greif,sk SVK,GK,Mallorca,26,1997.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,La Liga,2000000.0,2000000.0
Antoine Griezmann,fr FRA,"FW,MF",Atlético Madrid,32,1991.0,33.0,31.0,2644.0,29.4,16.0,6.0,22.0,12.0,4.0,4.0,5.0,0.0,12.3,9.3,5.6,14.9,43.0,118.0,196.0,0.54,0.2,0.75,0.41,0.61,0.42,0.19,0.61,0.32,0.51,La Liga,25000000.0,150000000.0
Vicente Guaita,es ESP,GK,Celta Vigo,36,1987.0,27.0,26.0,2403.0,26.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,La Liga,900000.0,10000000.0
Andrés Guardado,mx MEX,MF,Betis,36,1986.0,12.0,4.0,447.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.2,0.3,5.0,36.0,6.0,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.06,0.03,0.06,La Liga,1500000.0,12000000.0
Sergi Guardiola,es ESP,"FW,MF",Cádiz,32,1991.0,22.0,1.0,495.0,5.5,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.8,1.8,0.8,2.6,10.0,19.0,32.0,0.18,0.18,0.36,0.18,0.36,0.33,0.14,0.48,0.33,0.48,La Liga,900000.0,7500000.0
Nemanja Gudelj,rs SRB,"DF,MF",Sevilla,31,1991.0,22.0,20.0,1742.0,19.4,1.0,1.0,2.0,1.0,0.0,0.0,7.0,0.0,0.8,0.8,0.4,1.2,23.0,73.0,5.0,0.05,0.05,0.1,0.05,0.1,0.04,0.02,0.06,0.04,0.06,La Liga,4000000.0,7000000.0
Gonçalo Guedes,pt POR,"FW,MF",Villarreal,26,1996.0,17.0,9.0,951.0,10.6,3.0,2.0,5.0,3.0,0.0,0.0,0.0,0.0,2.3,2.3,1.5,3.8,38.0,50.0,88.0,0.28,0.19,0.47,0.28,0.47,0.22,0.14,0.36,0.22,0.36,La Liga,18000000.0,40000000.0
Javier Guerra,es ESP,MF,Valencia,20,2003.0,36.0,28.0,2498.0,27.8,4.0,1.0,5.0,4.0,0.0,0.0,3.0,1.0,2.7,2.7,0.9,3.6,47.0,81.0,68.0,0.14,0.04,0.18,0.14,0.18,0.1,0.03,0.13,0.1,0.13,La Liga,1000000.0,11000000.0
Ander Guevara,es ESP,MF,Alavés,26,1997.0,37.0,33.0,2932.0,32.6,1.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,0.7,0.7,0.9,1.5,53.0,187.0,37.0,0.03,0.0,0.03,0.03,0.03,0.02,0.03,0.05,0.02,0.05,La Liga,5000000.0,7500000.0
Hugo Guillamón,es ESP,MF,Valencia,23,2000.0,26.0,12.0,1315.0,14.6,1.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,0.2,0.2,0.4,0.6,6.0,65.0,10.0,0.07,0.0,0.07,0.07,0.07,0.01,0.03,0.04,0.01,0.04,La Liga,8000000.0,25000000.0
Marc Guiu,es ESP,"FW,MF",Barcelona,17,2006.0,3.0,1.0,74.0,0.8,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.8,0.8,0.3,1.0,1.0,1.0,8.0,1.22,0.0,1.22,1.22,1.22,0.92,0.32,1.24,0.92,1.24,La Liga,7500000.0,7500000.0
Arda Güler,tr TUR,"FW,MF",Real Madrid,18,2005.0,10.0,4.0,377.0,4.2,6.0,0.0,6.0,6.0,0.0,0.0,1.0,0.0,1.4,1.4,0.1,1.6,16.0,17.0,25.0,1.43,0.0,1.43,1.43,1.43,0.34,0.03,0.37,0.34,0.37,La Liga,15000000.0,15000000.0
Gerard Gumbau,es ESP,MF,Granada,28,1994.0,35.0,31.0,2674.0,29.7,0.0,3.0,3.0,0.0,0.0,0.0,12.0,0.0,1.8,1.8,4.0,5.8,20.0,135.0,29.0,0.0,0.1,0.1,0.0,0.1,0.06,0.14,0.19,0.06,0.19,La Liga,3500000.0,3500000.0
İlkay Gündoğan,de GER,MF,Barcelona,32,1990.0,36.0,33.0,2994.0,33.3,5.0,9.0,14.0,4.0,1.0,2.0,5.0,0.0,7.3,5.7,10.3,16.0,71.0,224.0,116.0,0.15,0.27,0.42,0.12,0.39,0.22,0.31,0.53,0.17,0.48,La Liga,16000000.0,50000000.0
Jon Guridi,es ESP,MF,Alavés,28,1995.0,36.0,34.0,2678.0,29.8,3.0,4.0,7.0,3.0,0.0,0.0,2.0,0.0,4.0,4.0,3.5,7.5,30.0,117.0,92.0,0.1,0.13,0.24,0.1,0.24,0.13,0.12,0.25,0.13,0.25,La Liga,4000000.0,4000000.0
Gorka Guruzeta,es ESP,FW,Athletic Club,26,1996.0,32.0,30.0,2217.0,24.6,14.0,5.0,19.0,14.0,0.0,1.0,2.0,0.0,11.6,10.8,2.4,13.2,18.0,55.0,102.0,0.57,0.2,0.77,0.57,0.77,0.47,0.1,0.57,0.44,0.54,La Liga,15000000.0,15000000.0
Miguel Gutiérrez,es ESP,DF,Girona,22,2001.0,35.0,35.0,3032.0,33.7,2.0,7.0,9.0,2.0,0.0,0.0,4.0,0.0,2.8,2.8,7.5,10.2,74.0,146.0,184.0,0.06,0.21,0.27,0.06,0.27,0.08,0.22,0.3,0.08,0.3,La Liga,20000000.0,20000000.0
Munir El Haddadi,ma MAR,FW,Las Palmas,27,1995.0,38.0,32.0,2449.0,27.2,3.0,2.0,5.0,3.0,0.0,1.0,3.0,0.0,4.3,3.5,1.9,5.5,26.0,78.0,167.0,0.11,0.07,0.18,0.11,0.18,0.16,0.07,0.23,0.13,0.2,La Liga,2000000.0,12000000.0
Ianis Hagi,ro ROU,"MF,FW",Alavés,24,1998.0,22.0,8.0,804.0,8.9,0.0,2.0,2.0,0.0,0.0,1.0,3.0,0.0,2.8,2.0,2.0,4.0,17.0,32.0,58.0,0.0,0.22,0.22,0.0,0.22,0.31,0.22,0.53,0.22,0.44,La Liga,2500000.0,7000000.0
Luiz Henrique,br BRA,FW,Betis,22,2001.0,14.0,6.0,616.0,6.8,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,1.2,1.2,1.6,2.9,35.0,17.0,58.0,0.0,0.44,0.44,0.0,0.44,0.18,0.24,0.42,0.18,0.42,La Liga,300000.0,300000.0
Luiz Henrique,br BRA,FW,Betis,22,2001.0,14.0,6.0,616.0,6.8,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,1.2,1.2,1.6,2.9,35.0,17.0,58.0,0.0,0.44,0.44,0.0,0.44,0.18,0.24,0.42,0.18,0.42,La Liga,15000000.0,15000000.0
Mario Hermoso,es ESP,DF,Atlético Madrid,28,1995.0,31.0,29.0,2557.0,28.4,0.0,1.0,1.0,0.0,0.0,0.0,9.0,0.0,1.4,1.4,0.8,2.2,39.0,177.0,61.0,0.0,0.04,0.04,0.0,0.04,0.05,0.03,0.08,0.05,0.08,La Liga,25000000.0,35000000.0
Javi Hernández,es ESP,DF,Cádiz,25,1998.0,30.0,28.0,2514.0,27.9,1.0,2.0,3.0,1.0,0.0,0.0,10.0,0.0,1.4,1.4,2.1,3.5,40.0,94.0,57.0,0.04,0.07,0.11,0.04,0.11,0.05,0.07,0.13,0.05,0.13,La Liga,3000000.0,3000000.0
Aridane Hernández,es ESP,DF,Rayo Vallecano,34,1989.0,19.0,19.0,1690.0,18.8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.3,0.3,0.0,0.4,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,La Liga,900000.0,4000000.0
Luis Hernández,es ESP,DF,Cádiz,34,1989.0,9.0,8.0,723.0,8.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,1.0,1.0,0.4,1.3,2.0,31.0,1.0,0.12,0.0,0.12,0.12,0.12,0.12,0.04,0.16,0.12,0.16,La Liga,700000.0,3500000.0
Yarek Hernandis,es ESP,DF,Valencia,18,2005.0,14.0,7.0,735.0,8.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,La Liga,10000000.0,10000000.0
Jorge Herrando,es ESP,DF,Osasuna,22,2001.0,19.0,18.0,1644.0,18.3,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.4,0.4,0.2,0.6,3.0,35.0,1.0,0.0,0.05,0.05,0.0,0.05,0.02,0.01,0.03,0.02,0.03,La Liga,800000.0,800000.0
Ander Herrera,es ESP,MF,Athletic Club,33,1989.0,23.0,10.0,1030.0,11.4,0.0,3.0,3.0,0.0,0.0,0.0,4.0,0.0,0.7,0.7,1.2,1.9,11.0,94.0,17.0,0.0,0.26,0.26,0.0,0.26,0.06,0.1,0.17,0.06,0.17,La Liga,2500000.0,30000000.0
Cristian Herrera,es ESP,"FW,MF",Las Palmas,32,1991.0,8.0,1.0,166.0,1.8,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0.0,0.9,2.0,8.0,16.0,0.54,0.0,0.54,0.54,0.54,0.48,0.02,0.5,0.48,0.5,La Liga,400000.0,1500000.0
Sergio Herrera,es ESP,GK,Osasuna,30,1993.0,32.0,32.0,2869.0,31.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,La Liga,6000000.0,8000000.0
Yangel Herrera,ve VEN,MF,Girona,25,1998.0,29.0,27.0,2107.0,23.4,5.0,0.0,5.0,5.0,0.0,0.0,9.0,0.0,4.9,4.9,2.4,7.3,31.0,92.0,76.0,0.21,0.0,0.21,0.21,0.21,0.21,0.1,0.31,0.21,0.31,La Liga,20000000.0,20000000.0
Juan Herzog,es ESP,DF,Las Palmas,20,2003.0,4.0,3.0,292.0,3.2,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.7,0.7,0.0,0.7,0.0,3.0,0.0,0.62,0.0,0.62,0.62,0.62,0.21,0.0,0.21,0.21,0.21,La Liga,100000.0,20000000.0
Martin Hongla,cm CMR,"MF,DF",Granada,25,1998.0,13.0,6.0,562.0,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,3.0,16.0,5.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,La Liga,2800000.0,5000000.0
Xabier Huarte Armendáriz,es ESP,MF,Osasuna,22,2001.0,1.0,0.0,9.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,La Liga,500000.0,3000000.0
Pablo Ibáñez,es ESP,MF,Osasuna,24,1998.0,33.0,12.0,1152.0,12.8,1.0,2.0,3.0,1.0,0.0,0.0,5.0,0.0,2.3,2.3,1.2,3.5,26.0,67.0,54.0,0.08,0.16,0.23,0.08,0.23,0.18,0.09,0.27,0.18,0.27,La Liga,2500000.0,2500000.0
Iglesias,es ESP,"DF,FW",Getafe,25,1998.0,23.0,16.0,1412.0,15.7,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.6,0.6,0.7,1.3,16.0,43.0,48.0,0.0,0.13,0.13,0.0,0.13,0.04,0.04,0.08,0.04,0.08,La Liga,75000.0,1500000.0
Borja Iglesias,es ESP,FW,Betis,30,1993.0,11.0,4.0,408.0,4.5,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.6,0.6,0.9,1.5,5.0,12.0,32.0,0.0,0.22,0.22,0.0,0.22,0.13,0.21,0.34,0.13,0.34,La Liga,5000000.0,28000000.0
Imanol,es ESP,DF,Athletic Club,23,2000.0,9.0,5.0,525.0,5.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.2,0.2,13.0,21.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.0,0.04,La Liga,1000000.0,6000000.0
Isco,es ESP,MF,Betis,31,1992.0,29.0,28.0,2326.0,25.8,8.0,5.0,13.0,6.0,2.0,2.0,10.0,0.0,8.3,6.7,6.4,13.1,100.0,216.0,145.0,0.31,0.19,0.5,0.23,0.43,0.32,0.25,0.57,0.26,0.51,La Liga,8000000.0,90000000.0
Diego Iturralde,es ESP,DF,Sevilla,20,2003.0,1.0,0.0,37.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,La Liga,250000.0,11500000.0
Adnan Januzaj,be BEL,"FW,MF",Sevilla,28,1995.0,8.0,0.0,193.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.6,1.0,9.0,17.0,0.0,0.0,0.0,0.0,0.0,0.28,0.02,0.3,0.28,0.3,La Liga,3000000.0,15000000.0
Mikel Jauregizar,es ESP,MF,Athletic Club,19,2003.0,7.0,1.0,151.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,2.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.02,0.08,0.1,0.02,0.1,La Liga,800000.0,800000.0
Luis Javier Suárez,co COL,FW,Almería,25,1997.0,15.0,10.0,917.0,10.2,6.0,0.0,6.0,5.0,1.0,1.0,3.0,0.0,6.5,5.7,0.6,6.3,30.0,15.0,53.0,0.59,0.0,0.59,0.49,0.49,0.64,0.06,0.7,0.56,0.62,La Liga,4000000.0,90000000.0
Luis Javier Suárez,co COL,FW,Almería,25,1997.0,15.0,10.0,917.0,10.2,6.0,0.0,6.0,5.0,1.0,1.0,3.0,0.0,6.5,5.7,0.6,6.3,30.0,15.0,53.0,0.59,0.0,0.59,0.49,0.49,0.64,0.06,0.7,0.56,0.62,La Liga,5000000.0,10000000.0
Salim El Jebari,ma MAR,MF,Atlético Madrid,19,2004.0,1.0,0.0,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,La Liga,300000.0,300000.0
Frenkie de Jong,nl NED,MF,Barcelona,26,1997.0,20.0,20.0,1634.0,18.2,2.0,0.0,2.0,2.0,0.0,0.0,7.0,0.0,0.7,0.7,2.2,2.9,69.0,168.0,38.0,0.11,0.0,0.11,0.11,0.11,0.04,0.12,0.16,0.04,0.16,La Liga,70000000.0,90000000.0
Joan Jordán,es ESP,MF,Sevilla,29,1994.0,8.0,4.0,380.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.2,0.0,32.0,1.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05,La Liga,4000000.0,30000000.0
Jordi,es ESP,"MF,DF",Getafe,22,2001.0,13.0,5.0,573.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.3,1.3,0.6,1.8,6.0,14.0,28.0,0.0,0.0,0.0,0.0,0.0,0.2,0.09,0.28,0.2,0.28,La Liga,150000.0,2000000.0
Jeremy Jorge,es ESP,FW,Getafe,20,2003.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,La Liga,500000.0,4200000.0
Willian José,br BRA,FW,Betis,31,1991.0,33.0,25.0,1971.0,21.9,10.0,5.0,15.0,10.0,0.0,0.0,0.0,1.0,5.7,5.7,2.5,8.2,8.0,32.0,90.0,0.46,0.23,0.68,0.46,0.68,0.26,0.12,0.37,0.26,0.37,La Liga,6000000.0,30000000.0
Joselu,es ESP,FW,Real Madrid,33,1990.0,34.0,15.0,1687.0,18.7,10.0,2.0,12.0,10.0,0.0,2.0,1.0,0.0,11.6,10.0,1.7,11.7,15.0,20.0,98.0,0.53,0.11,0.64,0.53,0.64,0.62,0.09,0.71,0.53,0.62,La Liga,5000000.0,8000000.0
Kamil Jóźwiak,pl POL,MF,Granada,25,1998.0,11.0,7.0,571.0,6.3,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,1.2,1.3,15.0,21.0,31.0,0.0,0.16,0.16,0.0,0.16,0.02,0.19,0.21,0.02,0.21,La Liga,2500000.0,4000000.0
Juanmi,es ESP,FW,Cádiz,30,1993.0,16.0,9.0,873.0,9.7,3.0,1.0,4.0,3.0,0.0,0.0,3.0,0.0,2.5,2.5,1.6,4.2,7.0,12.0,40.0,0.31,0.1,0.41,0.31,0.41,0.26,0.17,0.43,0.26,0.43,La Liga,150000.0,1000000.0
Juanpe,es ESP,DF,Girona,32,1991.0,17.0,6.0,746.0,8.3,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.2,0.2,0.0,0.2,3.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,La Liga,1200000.0,7500000.0
Vinicius Júnior,br BRA,FW,Real Madrid,23,2000.0,26.0,22.0,1864.0,20.7,15.0,5.0,20.0,14.0,1.0,1.0,7.0,0.0,13.1,12.3,4.2,16.6,137.0,57.0,277.0,0.72,0.24,0.97,0.68,0.92,0.63,0.21,0.84,0.59,0.8,La Liga,100000.0,900000.0
Filip Jørgensen,dk DEN,GK,Villarreal,21,2002.0,36.0,36.0,3240.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,La Liga,15000000.0,15000000.0
Sory Kaba,gn GUI,FW,Las Palmas,28,1995.0,17.0,9.0,720.0,8.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,1.5,1.5,0.3,1.8,7.0,12.0,36.0,0.12,0.12,0.25,0.12,0.25,0.18,0.04,0.23,0.18,0.23,La Liga,1800000.0,3000000.0
Kaiky,br BRA,DF,Almería,19,2004.0,8.0,5.0,523.0,5.8,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.2,0.2,0.0,0.3,4.0,24.0,1.0,0.17,0.0,0.17,0.17,0.17,0.04,0.0,0.04,0.04,0.04,La Liga,3000000.0,8000000.0
Jon Karrikaburu,es ESP,"MF,FW",Alavés,20,2002.0,2.0,0.0,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,La Liga,3000000.0,5000000.0
Ibrahima Kebe,ml MLI,MF,Girona,22,2000.0,2.0,0.0,9.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,La Liga,50000.0,6500000.0
Kiké,es ESP,"FW,MF",Alavés,33,1989.0,33.0,15.0,1423.0,15.8,3.0,2.0,5.0,3.0,0.0,1.0,3.0,0.0,7.7,6.9,2.0,8.9,18.0,32.0,97.0,0.19,0.13,0.32,0.19,0.32,0.49,0.13,0.61,0.44,0.56,La Liga,1000000.0,30000000.0
Koke,es ESP,MF,Atlético Madrid,31,1992.0,35.0,32.0,2493.0,27.7,0.0,4.0,4.0,0.0,0.0,0.0,5.0,0.0,0.4,0.4,3.6,4.1,26.0,212.0,26.0,0.0,0.14,0.14,0.0,0.14,0.02,0.13,0.15,0.02,0.15,La Liga,12000000.0,70000000.0
Ibrahima Koné,ml MLI,FW,Almería,24,1999.0,9.0,2.0,277.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.1,0.5,5.0,3.0,18.0,0.0,0.0,0.0,0.0,0.0,0.14,0.03,0.17,0.14,0.17,La Liga,2500000.0,4500000.0
Rominigue Kouamé,ml MLI,MF,Cádiz,26,1996.0,16.0,9.0,821.0,9.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,0.1,0.4,16.0,34.0,5.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,La Liga,2500000.0,5000000.0
Jules Koundé,fr FRA,DF,Barcelona,24,1998.0,35.0,32.0,2899.0,32.2,1.0,2.0,3.0,1.0,0.0,0.0,4.0,0.0,2.0,2.0,2.2,4.2,67.0,245.0,64.0,0.03,0.06,0.09,0.03,0.09,0.06,0.07,0.13,0.06,0.13,La Liga,50000000.0,60000000.0
Toni Kroos,de GER,MF,Real Madrid,33,1990.0,33.0,24.0,2124.0,23.6,1.0,8.0,9.0,1.0,0.0,0.0,3.0,0.0,1.6,1.6,4.9,6.5,32.0,290.0,29.0,0.04,0.34,0.38,0.04,0.38,0.07,0.21,0.28,0.07,0.28,La Liga,12000000.0,80000000.0
Takefusa Kubo,jp JPN,"FW,MF",Real Sociedad,22,2001.0,30.0,24.0,2150.0,23.9,7.0,4.0,11.0,7.0,0.0,0.0,1.0,0.0,3.5,3.5,6.4,9.9,136.0,89.0,231.0,0.29,0.17,0.46,0.29,0.46,0.15,0.27,0.42,0.15,0.42,La Liga,60000000.0,60000000.0
Luca de la Torre,us USA,MF,Celta Vigo,25,1998.0,31.0,22.0,1956.0,21.7,1.0,4.0,5.0,1.0,0.0,0.0,4.0,1.0,2.5,2.5,1.4,3.9,58.0,93.0,88.0,0.05,0.18,0.23,0.05,0.23,0.11,0.07,0.18,0.11,0.18,La Liga,3500000.0,3500000.0
Yoel Lago,es ESP,DF,Celta Vigo,19,2004.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,La Liga,700000.0,3000000.0
Érik Lamela,ar ARG,"FW,MF",Sevilla,31,1992.0,13.0,5.0,463.0,5.1,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,1.0,1.0,1.0,2.0,11.0,17.0,28.0,0.39,0.0,0.39,0.39,0.39,0.19,0.19,0.38,0.19,0.38,La Liga,3000000.0,30000000.0
Bruno Langa,mz MOZ,DF,Almería,25,1997.0,11.0,9.0,820.0,9.1,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.2,0.2,0.4,0.5,14.0,25.0,30.0,0.11,0.0,0.11,0.11,0.11,0.02,0.04,0.06,0.02,0.06,La Liga,1500000.0,1500000.0
Cyle Larin,ca CAN,FW,Mallorca,28,1995.0,35.0,20.0,1823.0,20.3,3.0,2.0,5.0,3.0,0.0,0.0,8.0,0.0,9.0,9.0,1.4,10.4,20.0,13.0,103.0,0.15,0.1,0.25,0.15,0.25,0.45,0.07,0.52,0.45,0.52,La Liga,5000000.0,11500000.0
Juanmi Latasa,es ESP,FW,Getafe,22,2001.0,32.0,15.0,1555.0,17.3,2.0,0.0,2.0,2.0,0.0,0.0,7.0,1.0,3.6,3.5,1.5,5.0,7.0,16.0,82.0,0.12,0.0,0.12,0.12,0.12,0.21,0.09,0.29,0.2,0.29,La Liga,3000000.0,3000000.0
Toni Lato,es ESP,DF,Mallorca,25,1997.0,28.0,16.0,1544.0,17.2,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,1.3,1.6,30.0,39.0,110.0,0.0,0.06,0.06,0.0,0.06,0.01,0.08,0.09,0.01,0.09,La Liga,2500000.0,8000000.0
Lázaro,br BRA,"FW,MF",Almería,21,2002.0,14.0,2.0,285.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.5,1.4,5.0,6.0,34.0,0.0,0.0,0.0,0.0,0.0,0.28,0.17,0.45,0.28,0.45,La Liga,100000.0,100000.0
Robin Le Normand,es ESP,DF,Real Sociedad,26,1996.0,29.0,28.0,2469.0,27.4,2.0,0.0,2.0,2.0,0.0,0.0,13.0,0.0,1.0,1.0,0.1,1.2,21.0,106.0,1.0,0.07,0.0,0.07,0.07,0.07,0.04,0.0,0.04,0.04,0.04,La Liga,40000000.0,40000000.0
Jeremías Ledesma,ar ARG,GK,Cádiz,30,1993.0,34.0,34.0,3048.0,33.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,La Liga,175000.0,12000000.0
